chr	start	end	strand	totalbp	nTags	nReads	nTaxaCovered	minTaxaCovered	status	nVariableSites	posVariableSites	nVarSitesKept	posVarSitesKept	refTag?	maxTagLen	minTagLen
1	337439577	337439640	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	337445113	337445176	1	64	1	5	4	15	invariant	0	NA	0	NA	1	64	64
1	337445053	337445116	-1	64	1	3	2	15	invariant	0	NA	0	NA	1	64	64
1	337447895	337447958	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337451680	337451743	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337478258	337478321	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	337478877	337478940	1	64	2	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	337481093	337481140	-1	48	1	2	2	15	invariant	0	NA	0	NA	1	48	48
1	337484074	337484137	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337484585	337484647	-1	63	1	1	1	15	invariant	0	NA	0	NA	1	63	63
1	337496653	337496716	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337521552	337521615	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337526638	337526701	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	337530859	337530922	1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	337531626	337531683	1	58	1	1	1	15	invariant	0	NA	0	NA	0	58	58
1	337543829	337543892	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337550334	337550397	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	337562299	337562362	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	337595729	337595792	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	337623050	337623113	1	64	1	4	4	15	invariant	0	NA	0	NA	1	64	64
1	337624918	337624981	-1	64	2	5	5	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	337630401	337630464	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	337692426	337692489	-1	64	3	3	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	337709090	337709153	1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	337717239	337717302	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337720312	337720375	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	337720866	337720929	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	337727595	337727658	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337729320	337729383	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337737434	337737497	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	337760781	337760844	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	337764049	337764112	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337799273	337799336	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	337805337	337805400	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337842145	337842208	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	337850074	337850137	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	337854768	337854831	-1	64	1	4	4	15	invariant	0	NA	0	NA	0	64	64
1	337854879	337854942	1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	337858984	337859047	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337896108	337896171	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337898726	337898789	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	337898666	337898729	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	337906079	337906142	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337906019	337906082	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	337908530	337908593	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337925464	337925527	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	337933190	337933253	-1	64	2	6	6	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	337948890	337948953	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	337951202	337951265	-1	64	1	3	2	15	invariant	0	NA	0	NA	1	64	64
1	337986946	337987009	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	337996611	337996674	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	337996675	337996738	1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	338012727	338012790	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338018368	338018431	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338058863	338058926	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338066809	338066872	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338067687	338067750	1	64	2	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	338070902	338070965	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338112128	338112191	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338112068	338112131	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338130840	338130903	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338142030	338142093	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	338150537	338150600	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	338173029	338173092	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338173609	338173672	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338174389	338174452	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338174329	338174392	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338174768	338174831	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338184914	338184977	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	338191214	338191277	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338200995	338201058	-1	64	2	6	6	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	338215065	338215128	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338236654	338236717	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	338238628	338238691	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338247833	338247896	1	64	1	2	1	15	invariant	0	NA	0	NA	1	64	64
1	338254299	338254362	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338263746	338263809	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338275332	338275395	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338289424	338289487	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338291182	338291245	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338302655	338302718	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338308713	338308776	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338309316	338309379	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338312189	338312252	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338316373	338316436	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338335699	338335762	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338340955	338341018	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338352555	338352618	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338365375	338365438	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338398793	338398856	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	338416796	338416859	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338420445	338420508	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	338424820	338424883	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338438757	338438820	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338451542	338451605	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338469252	338469315	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338469192	338469255	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	338474361	338474424	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338487860	338487923	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338488741	338488804	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	338510081	338510144	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338525615	338525678	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	338530466	338530529	1	64	2	2	1	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	338548504	338548567	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338556117	338556180	-1	64	1	7	7	15	invariant	0	NA	0	NA	1	64	64
1	338574946	338575009	-1	64	1	4	3	15	invariant	0	NA	0	NA	0	64	64
1	338587225	338587288	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338621947	338622010	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338628338	338628401	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338636043	338636106	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338640748	338640811	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	338643982	338644045	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338652086	338652149	1	64	1	7	6	15	invariant	0	NA	0	NA	1	64	64
1	338669383	338669446	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338684662	338684725	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	338692223	338692286	-1	64	2	6	6	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	338705652	338705715	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338728560	338728623	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338737900	338737963	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338749339	338749402	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	338749401	338749429	-1	29	1	1	1	15	invariant	0	NA	0	NA	1	29	29
1	338751517	338751580	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	338751933	338751996	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338763609	338763672	1	64	1	5	5	15	invariant	0	NA	0	NA	1	64	64
1	338767563	338767626	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338769430	338769493	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	338785231	338785294	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	338804745	338804808	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338815584	338815647	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338829286	338829329	-1	44	1	1	1	15	invariant	0	NA	0	NA	1	44	44
1	338852152	338852215	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338877587	338877650	1	64	1	3	3	15	invariant	0	NA	0	NA	0	64	64
1	338882192	338882255	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338883370	338883433	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	338894772	338894835	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338903739	338903802	-1	64	2	9	8	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	338928381	338928444	1	64	1	2	1	15	invariant	0	NA	0	NA	0	64	64
1	338931534	338931597	-1	64	1	5	5	15	invariant	0	NA	0	NA	1	64	64
1	338937380	338937443	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338948532	338948595	-1	64	1	3	3	15	invariant	0	NA	0	NA	0	64	64
1	338954573	338954636	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	338955153	338955187	-1	35	1	1	1	15	invariant	0	NA	0	NA	1	35	35
1	338972689	338972752	1	64	1	3	3	15	invariant	0	NA	0	NA	0	64	64
1	338976071	338976134	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	338984518	338984581	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339026107	339026170	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339026694	339026757	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339026810	339026873	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339035551	339035614	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	339039967	339040030	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	339042031	339042094	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	339052268	339052331	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339056714	339056777	1	64	1	5	5	15	invariant	0	NA	0	NA	1	64	64
1	339056654	339056717	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	339058373	339058436	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	339061223	339061286	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339066102	339066165	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339096588	339096651	-1	64	1	4	4	15	invariant	0	NA	0	NA	0	64	64
1	339132532	339132595	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339134100	339134163	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339135388	339135451	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	339142675	339142738	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339148680	339148743	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339151157	339151220	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	339152215	339152278	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339180219	339180282	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339181838	339181901	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339181914	339181977	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	339186482	339186519	1	38	1	1	1	15	invariant	0	NA	0	NA	1	38	38
1	339188239	339188302	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	339199327	339199390	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339207695	339207758	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339231747	339231810	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339248762	339248825	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339250804	339250867	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339251020	339251083	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	339254012	339254075	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339255095	339255158	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339288140	339288203	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339292236	339292299	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	339294280	339294343	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339294394	339294457	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339325690	339325753	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339339030	339339093	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339350696	339350759	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339352013	339352076	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	339362857	339362920	1	64	1	4	4	15	invariant	0	NA	0	NA	0	64	64
1	339362797	339362860	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339368768	339368831	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339390124	339390187	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339394279	339394342	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339419729	339419792	1	64	1	6	5	15	invariant	0	NA	0	NA	1	64	64
1	339430432	339430495	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339430372	339430435	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339437825	339437888	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	339442241	339442304	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339450643	339450706	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339465230	339465293	-1	64	3	3	3	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	339487563	339487626	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339494403	339494466	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	339513776	339513839	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339526378	339526441	-1	64	1	3	2	15	invariant	0	NA	0	NA	1	64	64
1	339528516	339528579	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339550838	339550901	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339551904	339551967	1	64	1	4	4	15	invariant	0	NA	0	NA	1	64	64
1	339570024	339570087	1	64	3	13	13	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	339588991	339589054	1	64	1	5	5	15	invariant	0	NA	0	NA	1	64	64
1	339592027	339592090	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339596501	339596564	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339609083	339609146	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339610277	339610340	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339672919	339672982	1	64	2	5	5	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	339672859	339672922	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	339677371	339677434	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339691280	339691343	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339710100	339710163	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	339719095	339719158	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339719884	339719947	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339739017	339739080	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339741563	339741626	1	64	2	2	1	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	339741523	339741566	-1	44	1	1	1	15	invariant	0	NA	0	NA	1	44	44
1	339749321	339749384	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339762818	339762881	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339774174	339774237	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	339784817	339784880	-1	64	1	2	1	15	invariant	0	NA	0	NA	0	64	64
1	339792178	339792241	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339795664	339795727	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339796473	339796536	1	64	2	3	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	339813583	339813646	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339846761	339846824	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339856890	339856953	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339866277	339866340	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	339880184	339880247	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	339924568	339924631	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	339933646	339933709	1	64	5	16	14	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	339939692	339939755	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	339942463	339942526	-1	64	2	5	5	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	339951557	339951620	1	64	1	5	4	15	invariant	0	NA	0	NA	1	64	64
1	339951497	339951560	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	339951571	339951634	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	339952203	339952266	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	339962239	339962302	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340009811	340009874	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	340019851	340019914	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340020070	340020133	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340022322	340022385	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340045105	340045168	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	340081224	340081287	-1	64	3	4	4	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	340082762	340082825	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	340096550	340096613	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340096490	340096553	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340099919	340099982	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340101309	340101372	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340103262	340103325	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340103623	340103686	-1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	340114414	340114477	1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	340146184	340146247	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340149537	340149600	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	340149734	340149797	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340173444	340173507	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340181624	340181687	-1	64	3	13	12	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	340184018	340184081	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340185417	340185480	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	340205366	340205429	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340205609	340205672	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	340207479	340207542	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	340219251	340219314	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	340228520	340228583	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	340231716	340231779	1	64	2	6	6	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	340236132	340236179	1	48	1	1	1	15	invariant	0	NA	0	NA	1	48	48
1	340236072	340236135	-1	64	2	3	3	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	340243965	340244028	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	340244135	340244198	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	340244744	340244807	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340251308	340251371	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340257572	340257635	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	340257626	340257689	1	64	1	4	3	15	invariant	0	NA	0	NA	1	64	64
1	340257574	340257629	-1	56	1	1	1	15	invariant	0	NA	0	NA	1	56	56
1	340283336	340283399	1	64	3	6	6	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	340291300	340291363	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340298898	340298961	-1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	340319572	340319635	1	64	1	4	4	15	invariant	0	NA	0	NA	1	64	64
1	340324717	340324780	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	340326281	340326344	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340332349	340332412	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340337503	340337566	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	340358473	340358536	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340367644	340367707	1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	340369817	340369880	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	340376702	340376765	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340382721	340382784	1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	340416144	340416207	1	64	1	2	2	15	invariant	0	NA	0	NA	0	64	64
1	340420969	340421032	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340423208	340423271	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	340425469	340425532	-1	64	1	6	6	15	invariant	0	NA	0	NA	1	64	64
1	340428767	340428830	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340429175	340429238	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340457798	340457861	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	340457738	340457801	-1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	340465287	340465350	1	64	1	2	2	15	invariant	0	NA	0	NA	1	64	64
1	340465227	340465290	-1	64	4	5	5	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	340471406	340471469	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340503488	340503551	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	340504639	340504702	-1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	340517343	340517406	-1	64	1	3	3	15	invariant	0	NA	0	NA	1	64	64
1	340535033	340535096	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340549084	340549147	1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340560927	340560990	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340594190	340594253	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
1	340608336	340608399	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	340609121	340609184	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	0	64	64
1	340643220	340643283	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340645843	340645906	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340677211	340677274	-1	64	1	3	3	15	invariant	0	NA	0	NA	0	64	64
1	340678058	340678121	1	64	1	1	1	15	invariant	0	NA	0	NA	0	64	64
1	340694554	340694617	-1	64	1	1	1	15	invariant	0	NA	0	NA	1	64	64
1	340700879	340700942	1	64	1	4	4	15	invariant	0	NA	0	NA	1	64	64
1	340701967	340702030	1	64	2	2	2	15	tooFewTaxa	NA	NA	0	NA	1	64	64
